58.10, 1664266626752
58.10, 1664266628820
58.10, 1664266631236
58.40, 1664266632932
58.70, 1664266635316
59.20, 1664266637080
59.50, 1664266639421
59.60, 1664266641160
59.50, 1664266643004
59.30, 1664266645209
59.10, 1664266647203
59.00, 1664266648975
59.10, 1664266651295
59.20, 1664266653031
59.20, 1664266655182
59.30, 1664266657478
59.60, 1664266659045
60.00, 1664266661378
60.00, 1664266663367
59.90, 1664266665617
59.80, 1664266667459
59.70, 1664266669458
59.60, 1664266671658
59.40, 1664266673600
59.10, 1664266675544
59.00, 1664266677692
58.90, 1664266679435
58.90, 1664266682197
59.00, 1664266684147
59.10, 1664266685913
59.60, 1664266688030
59.90, 1664266689913
60.30, 1664266691717
60.30, 1664266693690
60.00, 1664266695761
59.90, 1664266697753
59.90, 1664266699727
59.70, 1664266702701
59.50, 1664266704112
59.10, 1664266705935
58.90, 1664266708086
58.80, 1664266709825
57.90, 1664266715027
57.00, 1664266715512
54.00, 1664266717601
53.70, 1664266719445
52.80, 1664266721742
52.50, 1664266724048
52.50, 1664266725481
52.50, 1664266727635
52.30, 1664266729572
52.10, 1664266732477
52.00, 1664266733712
51.90, 1664266736085
51.70, 1664266738241
51.50, 1664266740178
51.60, 1664266742466
51.70, 1664266744104
51.90, 1664266746106
52.00, 1664266751987
52.10, 1664266752494
52.20, 1664266755871
52.70, 1664266769220
54.00, 1664266769449
55.40, 1664266771732
55.90, 1664266773548
68.70, 1664266775737
69.30, 1664266777667
69.90, 1664266779835
70.20, 1664266782129
70.50, 1664266783654
70.70, 1664266785909
70.70, 1664266788288
70.40, 1664266790383
70.30, 1664266792319
70.50, 1664266793938
70.90, 1664266795985
71.50, 1664266797929
72.10, 1664266800283
72.60, 1664266802437
72.90, 1664266804273
72.90, 1664266806221
72.90, 1664266808265
72.70, 1664266810310
72.10, 1664266812258
70.70, 1664266814302
69.80, 1664266816246
68.70, 1664266818459
67.10, 1664266820445
66.10, 1664266822391
64.60, 1664266824436
63.30, 1664266826482
62.20, 1664266828537
61.50, 1664266830586
61.30, 1664266832622
61.50, 1664266834988
61.80, 1664266836712
62.30, 1664266841525
62.60, 1664266841731
63.10, 1664266843879
63.20, 1664266846026
63.30, 1664266847969
63.20, 1664266850326
63.60, 1664266851958
64.20, 1664266854008
66.10, 1664266856467
48.50, 1664266858238
48.10, 1664266860076
48.00, 1664266862616
47.90, 1664266864379
47.90, 1664266866387
48.00, 1664266868347
48.30, 1664266870836
48.40, 1664266872301
48.40, 1664266874481
48.30, 1664266876619
48.40, 1664266878923
48.70, 1664266880981
49.30, 1664266883002
49.80, 1664266884514
49.90, 1664266886461
49.60, 1664266888592
49.10, 1664266890649
48.40, 1664266892685
48.10, 1664266895122
48.00, 1664266896778
47.90, 1664266898927
47.80, 1664266900873
47.60, 1664266903227
47.70, 1664266904966
48.10, 1664266906943
48.70, 1664266909530
49.10, 1664266911309
49.10, 1664266913134
49.00, 1664266915239
49.00, 1664266917346
49.30, 1664266919953
49.70, 1664266921516
50.10, 1664266923486
50.20, 1664266925537
50.10, 1664266927787
49.50, 1664266929531
47.90, 1664266931979
46.30, 1664266933838
45.20, 1664266936822
44.60, 1664266938038
43.70, 1664266940196
43.50, 1664266942264
43.50, 1664266944057
43.70, 1664266945896
44.00, 1664266948186
44.00, 1664266949887
43.70, 1664266952365
43.40, 1664266954142
43.10, 1664266956246
43.00, 1664266958013
42.90, 1664266960326
42.90, 1664266962042
43.10, 1664266964284
43.40, 1664266966186
43.90, 1664266968515
44.40, 1664266970822
44.80, 1664266973003
45.00, 1664266974530
45.20, 1664266976509
45.30, 1664266978949
45.50, 1664266980604
45.60, 1664266982734
45.70, 1664266984884
45.90, 1664266987032
46.20, 1664266988977
46.60, 1664266991126
47.00, 1664266993071
47.30, 1664266995387
47.70, 1664266997163
48.00, 1664266999210
48.20, 1664267001378
48.30, 1664267003303
48.40, 1664267005554
48.50, 1664267007927
48.80, 1664267010057
49.00, 1664267012117
49.10, 1664267016483
49.00, 1664267019764
48.90, 1664267020597
48.30, 1664267022541
47.80, 1664267024792
47.60, 1664267026477
47.70, 1664267028746
47.80, 1664267030546
47.70, 1664267033104
47.90, 1664267035050
48.20, 1664267036766
48.70, 1664267038811
49.00, 1664267040960
49.00, 1664267043313
48.80, 1664267045157
48.50, 1664267047262
48.20, 1664267048943
48.00, 1664267051565
47.90, 1664267053136
47.70, 1664267055491
47.70, 1664267057127
48.00, 1664267059380
48.60, 1664267061222
49.20, 1664267063506
49.50, 1664267065738
49.60, 1664267067696
49.60, 1664267069919
49.60, 1664267072272
49.60, 1664267073538
49.70, 1664267076113
49.90, 1664267078311
50.10, 1664267079538
51.70, 1664267081687
52.20, 1664267083939
52.10, 1664267085575
52.30, 1664267087520
52.50, 1664267089695
52.50, 1664267092069
52.50, 1664267093779
52.50, 1664267095839
52.50, 1664267097856
52.50, 1664267099700
52.50, 1664267102050
52.40, 1664267103971
52.60, 1664267105955
53.20, 1664267107985
53.50, 1664267110033
53.50, 1664267112284
53.40, 1664267114023
53.10, 1664267116480
53.60, 1664267118423
53.70, 1664267123028
53.60, 1664267124482
53.40, 1664267126120
52.20, 1664267128249
51.10, 1664267133875
50.70, 1664267134293
49.40, 1664267136515
48.90, 1664267139506
48.30, 1664267140483
45.90, 1664267142676
45.20, 1664267144522
44.70, 1664267146565
44.20, 1664267148511
43.90, 1664267150559
44.00, 1664267152514
44.30, 1664267154650
44.40, 1664267156510
44.80, 1664267158641
46.10, 1664267160767
46.90, 1664267163205
47.10, 1664267164884
47.10, 1664267167341
47.30, 1664267168876
47.00, 1664267171025
46.60, 1664267173174
45.80, 1664267175121
45.60, 1664267177527
45.50, 1664267179112
45.40, 1664267181369
45.10, 1664267183408
45.00, 1664267185353
45.10, 1664267187400
45.20, 1664267189570
45.30, 1664267191398
45.40, 1664267193507
46.00, 1664267195491
46.60, 1664267197635
47.40, 1664267199783
47.90, 1664267202239
48.20, 1664267203878
48.10, 1664267206128
48.00, 1664267207969
47.80, 1664267210017
46.40, 1664267211960
43.70, 1664267214110
42.10, 1664267216054
41.10, 1664267218305
40.20, 1664267220455
39.70, 1664267222092
39.30, 1664267224138
39.10, 1664267226493
39.00, 1664267228337
38.90, 1664267230688
38.90, 1664267232429
39.00, 1664267234616
39.00, 1664267236214
39.10, 1664267238364
39.20, 1664267240822
39.40, 1664267242561
39.50, 1664267244519
39.70, 1664267246551
39.80, 1664267248599
39.90, 1664267250551
40.10, 1664267255253
40.20, 1664267255522
40.50, 1664267257571
40.80, 1664267259958
41.00, 1664267261699
41.20, 1664267264134
41.40, 1664267266197
41.60, 1664267267735
41.90, 1664267269789
42.00, 1664267272360
42.30, 1664267274081
42.60, 1664267275925
42.90, 1664267277974
43.00, 1664267280078
43.20, 1664267282499
43.30, 1664267283932
43.50, 1664267286061
43.80, 1664267288515
44.10, 1664267290585
44.20, 1664267293037
44.20, 1664267294548
44.10, 1664267296419
44.20, 1664267299730
44.20, 1664267300483
44.50, 1664267303180
44.60, 1664267304484
44.90, 1664267306679
45.00, 1664267308541
45.00, 1664267310280
45.10, 1664267312354
45.20, 1664267314912
45.30, 1664267316723
45.40, 1664267318698
45.60, 1664267320745
45.90, 1664267323343
46.10, 1664267324737
47.40, 1664267326732
47.70, 1664267328628
48.10, 1664267330672
48.00, 1664267332838
48.00, 1664267334870
48.10, 1664267336870
48.20, 1664267338871
48.40, 1664267341212
48.60, 1664267343054
49.00, 1664267344926
49.50, 1664267347573
49.80, 1664267348934
50.60, 1664267351054
51.30, 1664267353193
51.60, 1664267355154
51.60, 1664267357014
51.80, 1664267359491
52.10, 1664267360891
52.40, 1664267363011
52.60, 1664267368130
52.70, 1664267368438
53.10, 1664267370379
53.50, 1664267372777
53.80, 1664267374562
54.30, 1664267376547
54.70, 1664267378670
55.10, 1664267380613
55.40, 1664267382990
55.60, 1664267384810
55.90, 1664267386579
56.20, 1664267388977
56.50, 1664267390979
56.80, 1664267392628
57.10, 1664267395143
57.40, 1664267396781
57.70, 1664267399034
58.00, 1664267400783
58.30, 1664267403407
58.60, 1664267404967
58.90, 1664267406912
59.40, 1664267409065
59.70, 1664267412177
59.90, 1664267413054
60.30, 1664267415205
60.60, 1664267417145
61.10, 1664267420180
61.30, 1664267421750
61.70, 1664267423286
62.10, 1664267425439
62.50, 1664267427892
62.80, 1664267429579
63.10, 1664267431923
63.40, 1664267433520
63.60, 1664267435525
63.80, 1664267437540
64.00, 1664267439677
64.20, 1664267441708
64.50, 1664267443862
64.70, 1664267446003
65.10, 1664267447994
65.40, 1664267450099
65.60, 1664267452144
65.80, 1664267453907
65.90, 1664267456752
66.10, 1664267458830
66.20, 1664267460127
66.40, 1664267463218
66.50, 1664267464222
66.80, 1664267466594
67.20, 1664267468210
67.60, 1664267470359
67.80, 1664267472225
68.00, 1664267474499
68.20, 1664267476413
68.30, 1664267478555
68.50, 1664267480493
68.60, 1664267482358
68.80, 1664267484520
69.10, 1664267487055
69.30, 1664267488613
69.60, 1664267490999
69.80, 1664267492565
69.90, 1664267494714
70.10, 1664267497494
70.20, 1664267498706
70.40, 1664267502738
70.50, 1664267503008
70.80, 1664267504949
71.60, 1664267507103
76.80, 1664267509451
78.50, 1664267511247
84.20, 1664267512980
86.00, 1664267515002
86.60, 1664267517739
87.30, 1664267519277
87.80, 1664267521323
87.80, 1664267523728
87.80, 1664267525227
87.70, 1664267527245
87.60, 1664267529814
87.40, 1664267531467
87.00, 1664267533704
86.70, 1664267535866
88.40, 1664267537915
89.70, 1664267539640
90.60, 1664267542058
90.80, 1664267543631
90.10, 1664267545575
75.00, 1664267548337
68.80, 1664267549975
64.70, 1664267553613
63.30, 1664267554060
61.70, 1664267561325
59.40, 1664267565260
58.10, 1664267566001
56.80, 1664267567886
56.30, 1664267569968
56.30, 1664267572117
56.60, 1664267574431
57.50, 1664267576018
58.50, 1664267583030
58.90, 1664267583847
59.40, 1664267586153
59.50, 1664267590575
59.50, 1664267590910
59.70, 1664267592856
59.80, 1664267595001
60.00, 1664267597664
60.00, 1664267598897
59.90, 1664267601388
59.90, 1664267602881
59.70, 1664267604929
59.40, 1664267607135
59.20, 1664267609127
59.10, 1664267611067
58.90, 1664267613320
58.90, 1664267615263
58.90, 1664267617411
58.80, 1664267621327
58.80, 1664267622118
58.90, 1664267623569
58.90, 1664267625999
58.90, 1664267628772
59.00, 1664267629824
59.00, 1664267631636
59.10, 1664267633793
59.30, 1664267635731
59.40, 1664267637764
59.50, 1664267640688
59.50, 1664267641874
59.60, 1664267644191
59.80, 1664267645860
59.90, 1664267648276
60.00, 1664267650057
60.20, 1664267651900
60.30, 1664267654089
60.40, 1664267660862
60.40, 1664267666389
60.50, 1664267667683
60.60, 1664267671351
60.70, 1664267673789
60.90, 1664267676560
61.10, 1664267681509
61.10, 1664267681986
61.30, 1664267684396
61.30, 1664267686930
61.40, 1664267687745
61.60, 1664267689901
61.80, 1664267691910
61.90, 1664267694506
61.90, 1664267695799
62.00, 1664267697844
62.10, 1664267699993
62.20, 1664267701836
62.20, 1664267708908
62.30, 1664267709306
62.30, 1664267712659
62.30, 1664267714353
62.40, 1664267716801
62.50, 1664267717127
62.60, 1664267719542
62.60, 1664267722256
62.70, 1664267723570
62.70, 1664267725476
62.80, 1664267727492
62.80, 1664267729674
